"MonthsonHousingRegister","FamilyType","PeopleonApplication","DisabilityApplicationFlag","AtRiskOfOrExperiencingHomelessnessFlag"
14," Single Parent,  Child",2,"No","No"
6," Single Parent,  Child",2,"No","Yes"
9," Single Person",1,"No","Yes"
6," Single Person",1,"Yes","Yes"
10," Single Person",1,"No","Yes"
16," Single Person Over ",1,"Yes","No"
5," Single Person",1,"No","Yes"
7," Single Parent,  Child",2,"No","Yes"
10," Single Person",1,"Yes","No"
11," Single Person",1,"No","Yes"
7," Single Person Over ",1,"Yes","Yes"
14," Single Person Over ",1,"Yes","Yes"
5," Single Person",1,"No","Yes"
11," Single Person",1,"Yes","No"
8," Single Parent,  Children",3,"No","No"
9," Single Person",1,"No","Yes"
9," Single Person",1,"No","No"
5," Single Person",1,"No","Yes"
7," Single Parent, > Children",4,"No","Yes"
10," Single Person",1,"No","Yes"
5," Single Person Over ",1,"Yes","No"
12," Single Parent,  Child",2,"No","No"
5," Single Parent,  Child",2,"No","Yes"
9," Single Parent, > Children",5,"Yes","No"
7," Single Parent,  Child",2,"No","Yes"
12," Single Parent, > Children",4,"No","No"
8," Single Parent,  Child",2,"No","Yes"
6," Single Person",1,"Yes","No"
43," Single Parent,  Child",2,"Yes","No"
9," Single Person",1,"Yes","No"
11," Single Parent,  Children",3,"No","Yes"
23," Single Person",1,"No","Yes"
9," Single Person Over ",1,"Yes","No"
7," Single Person",1,"No","Yes"
9," Single Parent,  Child",2,"No","Yes"
35," Single Person",1,"No","No"
7," Single Person",1,"No","Yes"
10," Single Person Over ",1,"Yes","Yes"
8," Single Person Over ",1,"Yes","Yes"
6," Single Person Over ",1,"Yes","No"
8," Single Parent, > Children",4,"No","Yes"
18," Single Person",1,"Yes","Yes"
6," Single Person",1,"No","Yes"
7," Single Person",1,"No","Yes"
27," Single Person Over ",1,"Yes","No"
12," Single Parent, > Children",5,"No","Yes"
10," Single Parent,  Child",2,"No","No"
7," Single Person",1,"No","Yes"
7," Single Parent,  Child",2,"No","Yes"
14," Single Person Over ",1,"Yes","No"
8," Single Parent,  Child",3,"Yes","Yes"
9," Single Parent, > Children",5,"No","Yes"
10," Single Parent,  Child",2,"Yes","No"
12," Single Person Over ",1,"Yes","No"
6," Single Person",1,"No","No"
8," Single Person",1,"Yes","Yes"
33," Single Person Over ",1,"Yes","No"
6," Single Person Over ",1,"No","No"
5," Single Person Over ",1,"Yes","Yes"
16," Single Person",1,"No","Yes"
6," Single Person",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
5," Single Person",1,"No","Yes"
5," Single Person Over ",1,"Yes","Yes"
5," Single Parent,  Child",2,"No","No"
13," Single Person Over ",1,"No","No"
8," Single Person",1,"No","No"
10," Single Parent,  Child",2,"No","Yes"
24," Single Parent,  Children",3,"No","No"
27," Single Person Over ",1,"Yes","Yes"
20," Single Person",1,"No","Yes"
18," Single Person Over ",1,"Yes","No"
14," Single Parent,  Child",3,"Yes","Yes"
12," Couple,  Child",3,"Yes","No"
12," Single Person Over ",1,"Yes","No"
12," Single Person",1,"No","Yes"
12," Single Person Over ",1,"Yes","No"
11," Single Person",1,"Yes","No"
10," Single Person Over ",1,"Yes","No"
10," Single Parent,  Child",2,"Yes","No"
10," Single Person",1,"No","No"
10," Single Parent,  Children",3,"No","No"
9," Single Parent, > Children",4,"No","No"
9," Single Person Over ",1,"Yes","No"
9," Single Person Over ",1,"Yes","No"
9," Single Parent,  Child",2,"Yes","No"
8," Single Parent, > Children",4,"Yes","No"
8," Single Person",1,"No","No"
8," Single Person",1,"Yes","No"
8," Single Person Over ",1,"Yes","No"
7," Single Person Over ",1,"Yes","No"
7," Single Parent, > Children",5,"No","No"
7," Single Person",1,"No","No"
6," Single Person Over ",1,"Yes","Yes"
6," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"No","No"
6," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"Yes","No"
6," Single Person",1,"No","Yes"
6," Single Parent, > Children",5,"No","Yes"
5," Single Person",1,"No","Yes"
14," Couple Only",2,"Yes","No"
16," Single Person Over ",1,"Yes","Yes"
14," Couple Only Over ",2,"Yes","Yes"
5," Single Person",1,"Yes","No"
13," Single Person Over ",1,"Yes","No"
5," Single Person",1,"No","No"
5," Single Person",1,"No","Yes"
5," Single Person Over ",1,"No","Yes"
28," Single Person Over ",1,"Yes","Yes"
9," Single Person Over ",1,"Yes","No"
9," Single Person Over ",1,"Yes","No"
7," Single Person",1,"No","Yes"
7," Single Parent,  Children",3,"No","No"
10," Single Person",1,"Yes","No"
10," Single Person",1,"Yes","Yes"
16," Single Person",1,"No","No"
6," Single Person",1,"No","Yes"
7," Single Person",1,"No","Yes"
7," Single Person",1,"No","No"
7," Single Person Over ",1,"Yes","Yes"
8," Single Person",1,"No","Yes"
8," Single Parent,  Child",2,"No","No"
9," Single Person",1,"Yes","Yes"
7," Single Parent,  Child",2,"No","Yes"
8," Single Person",1,"No","Yes"
22," Single Person",1,"No","Yes"
5," Single Person",1,"No","No"
11," Single Person",1,"No","No"
5," Single Person",1,"No","Yes"
5," Single Person",1,"No","No"
5," Single Parent, > Children",4,"No","Yes"
4," Single Parent,  Child",2,"No","No"
5," Single Person",1,"No","No"
5," Single Person",1,"Yes","Yes"
6," Single Person",1,"Yes","Yes"
6," Single Person",1,"Yes","Yes"
8," Single Person",1,"No","Yes"
7," Single Person",1,"No","No"
10," Single Parent,  Children",3,"No","No"
5," Single Person",1,"No","Yes"
8," Single Parent,  Children",3,"Yes","Yes"
5," Single Person",1,"Yes","Yes"
8," Single Person",1,"No","Yes"
8," Single Person Over ",1,"Yes","Yes"
7," Single Person",1,"No","Yes"
5," Single Parent,  Child",2,"No","No"
7," Single Parent, > Children",4,"No","Yes"
5," Single Parent,  Children",3,"No","Yes"
7," Single Parent,  Children",3,"No","Yes"
7," Single Person Over ",1,"Yes","Yes"
9," Single Person",1,"Yes","No"
14," Single Parent,  Child",2,"No","No"
7," Single Person",1,"No","No"
9," Couple Only Over ",2,"Yes","No"
7," Single Person",1,"No","No"
5," Couple Only Over ",2,"Yes","Yes"
7," Single Person",1,"Yes","Yes"
9," Single Person",1,"Yes","Yes"
5," Single Person",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
5," Single Person",1,"Yes","Yes"
7," Single Person",1,"No","Yes"
9," Single Person",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
18," Single Person",1,"Yes","Yes"
24," Single Person Over ",1,"Yes","No"
9," Single Person",1,"Yes","Yes"
8," Single Person",1,"Yes","Yes"
8," Single Person Over ",1,"Yes","No"
5," Single Parent,  Child",2,"No","Yes"
17," Single Person",1,"Yes","Yes"
10," Single Parent,  Child",2,"No","Yes"
7," Single Person",1,"No","Yes"
10," Single Person",1,"No","No"
8," Single Parent,  Children",3,"No","Yes"
6," Single Person",1,"No","No"
8," Single Parent,  Child",2,"No","Yes"
26," Single Person Over ",1,"Yes","No"
4," Single Parent,  Child",2,"No","Yes"
11," Couple Only Over ",2,"Yes","No"
5," Single Person Over ",1,"Yes","No"
8," Single Person",1,"Yes","No"
10," Couple Only Over ",2,"Yes","Yes"
5," Single Parent,  Children",3,"No","Yes"
5," Single Parent,  Children",3,"No","Yes"
5," Single Person Over ",1,"Yes","No"
9," Single Person",1,"Yes","No"
27," Couple Only Over ",2,"Yes","No"
16," Couple Only Over ",2,"Yes","No"
7," Single Person Over ",1,"Yes","Yes"
7," Single Person",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
22," Single Person Over ",1,"Yes","No"
5," Single Person Over ",1,"Yes","No"
6," Single Parent,  Child",2,"No","No"
9," Single Parent,  Child",2,"No","Yes"
11," Single Person",1,"No","No"
24," Couple Only",2,"Yes","No"
10," Single Person",1,"No","No"
8," Single Person Over ",1,"Yes","Yes"
8," Single Parent,  Child",2,"No","No"
5," Couple,  Children",4,"No","No"
9," Single Person",1,"No","No"
5," Single Person",1,"No","Yes"
10," Single Person",1,"No","No"
9," Single Person",1,"Yes","Yes"
6," Single Person",1,"No","Yes"
5," Single Person",1,"No","Yes"
5," Single Parent,  Child",2,"No","Yes"
9," Single Person",1,"No","Yes"
13," Single Person",1,"No","Yes"
12," Single Person Over ",1,"Yes","Yes"
15," Single Person",1,"No","Yes"
16," Single Person Over ",1,"Yes","No"
14," Single Person",1,"No","Yes"
22," Single Person",1,"No","Yes"
8," Single Person",1,"No","No"
4," Single Parent,  Children",3,"No","Yes"
4," Single Parent,  Child",2,"No","Yes"
7," Single Person",1,"No","Yes"
15," Single Person",1,"No","Yes"
6," Single Parent,  Child",2,"No","Yes"
5," Single Person",1,"No","Yes"
5," Single Person Over ",1,"Yes","Yes"
11," Single Person",1,"No","Yes"
21," Single Person Over ",1,"Yes","Yes"
5," Single Person",1,"No","Yes"
33," Single Person Over ",1,"Yes","No"
10," Single Person",1,"No","No"
5," Single Person",1,"No","Yes"
5," Single Person",1,"Yes","No"
7," Single Person",1,"No","No"
9," Single Parent,  Child",2,"No","Yes"
5," Single Person Over ",1,"Yes","Yes"
4," Single Parent,  Children",3,"No","Yes"
8," Single Person",1,"Yes","No"
7," Single Person",1,"Yes","Yes"
5," Single Parent,  Child",2,"No","Yes"
16," Single Person Over ",1,"Yes","No"
6," Single Parent,  Children",3,"No","Yes"
12," Single Person Over ",1,"Yes","No"
10," Single Person",1,"No","Yes"
11," Single Parent,  Child",2,"No","Yes"
10," Single Person",1,"No","Yes"
7," Single Parent,  Child",2,"No","Yes"
10," Single Person",1,"No","No"
5," Single Parent,  Child",2,"Yes","Yes"
4," Single Person",1,"No","Yes"
5," Single Parent, > Children",4,"No","Yes"
4," Single Person",1,"No","No"
5," Single Person",1,"No","No"
6," Single Person",1,"No","Yes"
5," Single Parent, > Children",5,"No","No"
10," Single Person",1,"No","Yes"
9," Single Person Over ",1,"No","Yes"
25," Single Person",1,"No","Yes"
9," Single Person",1,"No","Yes"
9," Single Person",1,"Yes","Yes"
9," Single Parent,  Children",3,"No","Yes"
9," Single Person",1,"No","Yes"
9," Single Parent, > Children",4,"Yes","No"
9," Single Person",1,"No","Yes"
9," Single Person",1,"No","Yes"
10," Single Person Over ",1,"Yes","No"
8," Single Person",1,"Yes","No"
5," Single Person",1,"No","No"
5," Single Parent, > Children",4,"No","Yes"
9," Single Parent, > Children",4,"No","Yes"
8," Single Person",1,"No","Yes"
7," Single Person Over ",1,"Yes","No"
5," Single Person",1,"Yes","Yes"
10," Single Person",1,"Yes","Yes"
5," Single Person Over ",1,"Yes","No"
5," Single Person",1,"Yes","Yes"
5," Single Person",1,"No","Yes"
9," Couple Only Over ",2,"Yes","Yes"
6," Single Person",1,"Yes","Yes"
11," Single Person",1,"Yes","No"
55," Single Person",1,"No","Yes"
7," Single Parent,  Children",3,"No","Yes"
22," Single Parent,  Child",2,"No","No"
9," Single Person",1,"Yes","Yes"
4," Single Person",1,"No","Yes"
4," Single Person Over ",1,"Yes","Yes"
13," Single Person Over ",1,"Yes","No"
4," Single Parent,  Child",2,"No","Yes"
5," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"No","Yes"
9," Single Person Over ",1,"Yes","No"
9," Single Person",1,"No","Yes"
14," Single Parent,  Child",2,"Yes","No"
6," Single Parent, > Children",5,"No","Yes"
8," Single Parent,  Child",2,"No","Yes"
12," Single Parent,  Child",2,"Yes","No"
10," Single Person Over ",1,"Yes","Yes"
10," Single Person Over ",1,"Yes","Yes"
4," Single Person",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
8," Single Person",1,"Yes","Yes"
4," Single Person",1,"Yes","No"
4," Single Parent, > Children",5,"No","Yes"
6," Single Person",1,"No","Yes"
6," Single Parent,  Children",4,"Yes","Yes"
15," Single Person",1,"No","Yes"
16," Single Person",1,"Yes","No"
5," Single Parent,  Child",2,"Yes","Yes"
4," Single Person",1,"No","Yes"
8," Single Person",1,"No","Yes"
9," Single Parent,  Child",2,"No","Yes"
8," Single Person",1,"Yes","No"
21," Single Person Over ",1,"Yes","Yes"
7," Single Person",1,"Yes","No"
7," Single Person Over ",1,"Yes","No"
4," Single Person",1,"No","No"
7," Single Person Over ",1,"Yes","No"
5," Single Parent,  Child",2,"No","Yes"
13," Single Parent,  Children",3,"No","No"
9," Single Person Over ",1,"Yes","No"
4," Single Person",1,"No","Yes"
8," Single Parent,  Child",2,"Yes","Yes"
9," Single Person",1,"No","Yes"
7," Single Person Over ",1,"Yes","Yes"
22," Single Parent,  Child",2,"No","No"
4," Single Person",1,"No","Yes"
4," Single Parent, > Children",4,"No","Yes"
4," Single Person",1,"No","Yes"
5," Single Parent,  Child",3,"Yes","No"
5," Single Parent,  Children",3,"No","Yes"
4," Single Person Over ",1,"Yes","No"
4," Single Parent,  Children",3,"No","Yes"
9," Single Parent, > Children",5,"No","Yes"
4," Single Parent, > Children",4,"Yes","Yes"
6," Single Parent, > Children",5,"No","Yes"
8," Single Parent,  Children",3,"No","No"
6," Single Person",1,"No","Yes"
5," Single Parent,  Child",2,"No","Yes"
4," Single Person",1,"No","Yes"
7," Single Person Over ",1,"Yes","Yes"
9," Single Person",1,"Yes","No"
4," Single Person",1,"No","Yes"
5," Single Parent,  Children",3,"Yes","Yes"
9," Single Person Over ",1,"Yes","Yes"
8," Single Person",1,"No","Yes"
6," Single Person",1,"Yes","No"
7," Single Person",1,"Yes","No"
8," Single Person",1,"No","Yes"
19," Single Person Over ",1,"No","Yes"
7," Single Person",1,"Yes","Yes"
24," Single Person",1,"No","Yes"
16," Single Person",1,"No","No"
5," Single Person",1,"Yes","No"
4," Single Parent, > Children",5,"No","Yes"
9," Single Person",1,"No","Yes"
5," Single Parent,  Children",3,"No","Yes"
6," Single Person",1,"No","Yes"
7," Single Person Over ",1,"Yes","Yes"
11," Single Person Over ",1,"Yes","Yes"
4," Single Parent,  Child",2,"Yes","Yes"
9," Single Person",1,"Yes","Yes"
10," Single Parent,  Child",2,"Yes","Yes"
5," Single Person",1,"No","Yes"
4," Single Person",1,"No","Yes"
4," Single Parent, > Children",4,"No","Yes"
7," Single Person",1,"No","Yes"
5," Single Person",1,"No","Yes"
5," Single Parent,  Child",2,"No","Yes"
7," Single Parent,  Child",2,"Yes","No"
5," Single Parent, > Children",4,"No","No"
5," Single Person Over ",1,"Yes","Yes"
4," Single Parent,  Children",3,"No","Yes"
9," Single Person Over ",1,"Yes","Yes"
5," Single Parent,  Children",3,"Yes","Yes"
5," Single Person",1,"No","No"
5," Other",2,"No","No"
5," Single Person",1,"No","Yes"
9," Single Person Over ",1,"Yes","Yes"
10," Single Person Over ",1,"Yes","No"
7," Single Parent,  Children",3,"No","Yes"
5," Single Person Over ",1,"Yes","Yes"
5," Single Person",1,"No","No"
7," Single Person Over ",1,"Yes","Yes"
9," Single Person Over ",1,"Yes","Yes"
9," Single Person",1,"No","No"
13," Couple Only Over ",2,"Yes","No"
14," Single Person Over ",1,"Yes","No"
10," Single Parent, > Children",5,"No","Yes"
16," Single Parent,  Child",2,"No","Yes"
16," Single Person",1,"No","Yes"
17," Couple Only Over ",2,"Yes","No"
16," Single Person Over ",1,"Yes","No"
9," Single Person",1,"No","No"
12," Single Parent,  Child",2,"No","Yes"
4," Single Parent,  Children",3,"No","Yes"
10," Single Parent,  Children",4,"Yes","Yes"
4," Single Person",1,"No","Yes"
4," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"No","No"
7," Single Parent,  Child",2,"No","No"
5," Single Person",1,"Yes","Yes"
4," Couple,  Child",3,"No","Yes"
17," Single Parent, > Children",6,"No","No"
20," Single Parent,  Child",2,"No","No"
14," Single Person Over ",1,"Yes","No"
6," Single Parent,  Child",2,"Yes","Yes"
53," Single Parent, > Children",5,"No","No"
9," Single Person",1,"No","Yes"
10," Single Person",1,"No","No"
5," Single Parent,  Children",3,"No","Yes"
7," Single Person",1,"Yes","Yes"
36," Single Person",1,"No","Yes"
8," Single Person",1,"No","Yes"
17," Single Person",1,"No","No"
8," Single Person",1,"No","No"
4," Single Parent, > Children",4,"No","Yes"
4," Single Parent, > Children",5,"Yes","No"
9," Couple Only Over ",2,"Yes","Yes"
4," Single Person",1,"No","Yes"
4," Single Person",1,"No","Yes"
8," Single Person",1,"Yes","Yes"
12," Single Person Over ",1,"Yes","No"
6," Couple Only Over ",2,"Yes","No"
15," Single Person",1,"Yes","Yes"
4," Couple, > Children",7,"Yes","No"
4," Single Person Over ",1,"Yes","Yes"
13," Single Parent,  Children",3,"Yes","No"
5," Single Person Over ",1,"No","No"
19," Single Parent,  Child",2,"No","Yes"
4," Single Parent, > Children",5,"Yes","Yes"
23," Single Parent,  Child",2,"No","No"
8," Couple,  Children",4,"No","Yes"
12," Single Person",1,"No","Yes"
14," Single Person",1,"No","Yes"
29," Single Person Over ",1,"Yes","No"
4," Single Parent, > Children",4,"No","Yes"
8," Single Person",1,"No","Yes"
12," Single Person Over ",1,"Yes","Yes"
9," Single Person Over ",1,"No","No"
4," Single Person",1,"Yes","Yes"
10," Single Parent,  Children",3,"No","Yes"
4," Single Person Over ",1,"Yes","Yes"
7," Single Person Over ",1,"Yes","Yes"
69," Single Person",1,"No","Yes"
8," Single Person",1,"No","No"
7," Single Person",1,"Yes","No"
8," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"Yes","Yes"
9," Single Person Over ",1,"Yes","No"
6," Single Person",1,"No","Yes"
5," Couple Only Over ",2,"No","No"
5," Single Person Over ",1,"Yes","Yes"
13," Single Person Over ",1,"Yes","No"
8," Single Person Over ",1,"Yes","No"
5," Single Parent,  Children",3,"No","Yes"
4," Single Person Over ",1,"Yes","Yes"
6," Single Person",1,"Yes","Yes"
19," Single Person",1,"No","Yes"
4," Single Person",1,"No","Yes"
4," Single Parent,  Child",2,"No","Yes"
13," Single Person Over ",1,"Yes","Yes"
6," Single Parent,  Children",3,"No","Yes"
7," Single Person",1,"No","Yes"
4," Single Person",1,"No","Yes"
4," Single Parent,  Child",2,"No","No"
40," Single Person Over ",1,"Yes","No"
5," Single Person Over ",1,"Yes","Yes"
70," Single Parent,  Child",2,"Yes","Yes"
109," Single Person",1,"Yes","Yes"
7," Single Parent,  Children",3,"No","No"
8," Single Person Over ",1,"Yes","Yes"
4," Single Parent, > Children",5,"No","Yes"
10," Single Person Over ",1,"Yes","No"
5," Single Parent,  Children",3,"Yes","Yes"
16," Single Person Over ",1,"Yes","No"
4," Single Person",1,"No","Yes"
13," Single Person",1,"No","Yes"
7," Single Person",1,"No","Yes"
5," Single Parent, > Children",5,"No","Yes"
5," Single Parent, > Children",8,"No","Yes"
8," Single Person Over ",1,"Yes","No"
38," Single Parent,  Children",3,"No","No"
6," Single Person",1,"No","Yes"
76," Single Person",1,"No","No"
7," Single Person",1,"Yes","Yes"
5," Single Person Over ",1,"Yes","Yes"
10," Single Person",1,"Yes","No"
4," Single Person",1,"Yes","Yes"
8," Single Person",1,"No","Yes"
12," Single Parent,  Child",2,"No","No"
15," Single Person Over ",1,"Yes","No"
6," Couple Only Over ",2,"Yes","No"
5," Single Parent,  Children",3,"Yes","No"
7," Single Person",1,"No","Yes"
22," Couple Only Over ",2,"Yes","Yes"
4," Single Person",1,"Yes","Yes"
7," Single Person",1,"Yes","Yes"
6," Single Person Over ",1,"Yes","Yes"
9," Single Parent,  Child",2,"Yes","Yes"
5," Single Person",1,"No","No"
17," Single Person",1,"No","No"
16," Single Person",1,"No","Yes"
6," Single Person",1,"Yes","Yes"
14," Single Person Over ",1,"Yes","Yes"
11," Single Person",1,"No","Yes"
12," Single Parent,  Children",3,"No","No"
6," Single Person",1,"Yes","Yes"
12," Single Person Over ",1,"Yes","Yes"
